Date,Timestamp,Open,High,Low,Close,Volume
20230101,23:00:00,139.992,139.992,139.986,139.99,4.49999988079071
20230102,00:00:00,140.015,140.2,139.854,140.06,484.300005704165
20230102,01:00:00,140.06,140.127,139.92,139.921,374.299997746944
20230102,02:00:00,139.971,140.008,139.929,139.995,344.519993424416
20230102,03:00:00,139.989,140.09,139.893,139.926,120.919998705387
20230102,04:00:00,139.912,140.093,139.904,140.057,688.719995722175
20230102,05:00:00,140.055,140.078,139.851,139.941,1966.55999198556
20230102,06:00:00,139.967,140.03,139.769,139.769,2460.65001803637
20230102,07:00:00,139.892,140.027,139.643,139.83,3545.59007120132
20230102,08:00:00,139.832,140.05,139.727,139.831,4556.33011692762
20230102,09:00:00,139.831,140.109,139.733,139.762,8787.64020174742
20230102,10:00:00,139.761,139.826,139.609,139.734,7653.6201736927
20230102,11:00:00,139.734,139.844,139.682,139.731,5698.75012278557
20230102,12:00:00,139.728,139.758,139.576,139.647,5048.23011016846
20230102,13:00:00,139.652,139.709,139.501,139.525,6262.35016614199
20230102,14:00:00,139.532,139.617,139.496,139.527,9299.07029700279
20230102,15:00:00,139.52,139.607,139.383,139.418,18460.1404622793
20230102,16:00:00,139.431,139.579,139.259,139.331,16451.2505565286
20230102,17:00:00,139.33,139.444,139.322,139.416,10038.680337131
20230102,18:00:00,139.418,139.433,139.26,139.295,4401.81012617797
20230102,19:00:00,139.302,139.331,139.261,139.291,1748.41003489494
20230102,20:00:00,139.291,139.469,139.272,139.397,1889.27998787165
20230102,21:00:00,139.373,139.487,139.204,139.23,2249.55996005237
20230102,22:00:00,139.312,139.442,139.311,139.414,5523.15999829769
20230102,23:00:00,139.389,140.011,139.368,139.635,16871.6603868902
20230103,00:00:00,139.638,139.739,139.331,139.365,14762.6403539181
20230103,01:00:00,139.366,139.392,138.353,138.733,26448.8104417324
20230103,02:00:00,138.735,138.904,138.52,138.711,18545.930395484
20230103,03:00:00,138.709,138.761,138.44,138.504,13697.7703677416
20230103,04:00:00,138.504,138.525,138.234,138.237,11075.2603082657
20230103,05:00:00,138.24,138.559,138.21,138.429,13867.2303850651
20230103,06:00:00,138.429,138.553,138.24,138.307,18760.0104502439
20230103,07:00:00,138.306,138.55,138.202,138.219,20626.4704440236
20230103,08:00:00,138.218,138.396,137.955,137.995,32528.4308288097
20230103,09:00:00,137.995,137.995,137.382,137.554,29283.870610714
20230103,10:00:00,137.555,137.81,137.504,137.629,19981.8004016876
20230103,11:00:00,137.629,137.807,137.495,137.789,15415.4303137064
20230103,12:00:00,137.79,138.12,137.788,137.988,19390.6903599501
20230103,13:00:00,137.984,138.116,137.818,137.97,23080.2203766108
20230103,14:00:00,137.97,138.117,137.617,137.659,24828.0803881884
20230103,15:00:00,137.659,138.35,137.659,138,24685.1705539227
20230103,16:00:00,138.003,138.19,137.852,138.134,19574.3705039024
20230103,17:00:00,138.134,138.134,137.897,137.937,11586.4503788948
20230103,18:00:00,137.934,137.956,137.804,137.891,11120.3503915071
20230103,19:00:00,137.891,138.183,137.844,138.181,10667.8603172302
20230103,20:00:00,138.181,138.269,138.128,138.186,11192.4002293348
20230103,21:00:00,138.185,138.228,138.081,138.146,8319.91015450656
20230103,22:00:00,138.17,138.191,138.119,138.162,9418.39016714692
20230103,23:00:00,138.161,138.576,138.138,138.455,14897.010329783
20230104,00:00:00,138.456,138.5,138.083,138.325,15400.7303828001
20230104,01:00:00,138.323,138.546,138.011,138.049,15903.5203473568
20230104,02:00:00,138.049,138.287,138.044,138.2,11626.7502784729
20230104,03:00:00,138.2,138.28,138.037,138.076,7835.50015342236
20230104,04:00:00,138.076,138.369,138.072,138.319,7765.67016613483
20230104,05:00:00,138.317,138.404,138.245,138.292,11681.480219841
20230104,06:00:00,138.29,138.298,138.12,138.182,11894.5802794695
20230104,07:00:00,138.177,138.192,137.869,137.979,23404.8505530357
