Date,Timestamp,Open,High,Low,Close,Volume
20230101,23:15:00,0.88372,0.88384,0.88371,0.88383,28.2000005245209
20230101,23:20:00,0.88383,0.88384,0.88383,0.88383,26.0999995470047
20230101,23:25:00,0.88383,0.88384,0.88383,0.88383,32.3999991416931
20230101,23:30:00,0.88384,0.88384,0.88261,0.88383,9.59999990463257
20230101,23:35:00,0.88383,0.88395,0.88262,0.88371,23.1000002622604
20230101,23:40:00,0.88371,0.88372,0.88371,0.88371,40.7999994754791
20230101,23:45:00,0.88371,0.88372,0.88264,0.88371,27.2999993562698
20230101,23:50:00,0.88371,0.88372,0.88265,0.88265,11.3999998569489
20230101,23:55:00,0.88265,0.88384,0.88265,0.8832,24.7599998414516
20230102,00:00:00,0.8832,0.88372,0.8832,0.88371,23.9199997484684
20230102,00:05:00,0.88362,0.88363,0.88362,0.88362,44.1000001430511
20230102,00:15:00,0.88362,0.88376,0.88354,0.88372,59.100001335144
20230102,00:20:00,0.88371,0.88372,0.88354,0.88356,36.9000009298325
20230102,00:25:00,0.88356,0.8837,0.88356,0.88356,26.4000010490417
20230102,00:30:00,0.88356,0.88357,0.88356,0.88357,6.00000023841858
20230102,00:35:00,0.88371,0.88422,0.88352,0.88422,34.6600008010864
20230102,00:40:00,0.88422,0.8846,0.88402,0.88427,54.9000018835068
20230102,00:45:00,0.88428,0.88485,0.88427,0.88484,49.2000019550323
20230102,00:50:00,0.88485,0.88485,0.88472,0.88472,10.8000004291534
20230102,00:55:00,0.88472,0.88524,0.88472,0.88516,316.800012588501
20230102,01:00:00,0.88516,0.88546,0.88384,0.88512,504.660019338131
20230102,01:05:00,0.88512,0.88543,0.88407,0.88407,22.9200002476573
20230102,01:10:00,0.88437,0.88438,0.8839,0.88391,55.760000385344
20230102,01:15:00,0.88437,0.88438,0.8839,0.88437,50.4399993792176
20230102,01:20:00,0.88437,0.88438,0.88394,0.88395,19.0800006091595
20230102,01:25:00,0.88395,0.88457,0.88395,0.8843,20.4399999976158
20230102,01:30:00,0.88457,0.88458,0.88419,0.88419,17.0400005951524
20230102,01:35:00,0.88419,0.88467,0.88419,0.88457,6.60000022500753
20230102,01:40:00,0.88419,0.88468,0.88419,0.88433,48.8400002494454
20230102,01:45:00,0.88432,0.88447,0.8842,0.8842,34.6800013706088
20230102,01:50:00,0.8842,0.88448,0.8842,0.88447,42.6000013053417
20230102,01:55:00,0.88447,0.88458,0.88388,0.88437,13.5599999949336
20230102,02:00:00,0.88437,0.88438,0.88388,0.88388,2.8800000846386
20230102,02:05:00,0.88389,0.88447,0.88383,0.88383,19.3200007453561
20230102,02:10:00,0.88383,0.88447,0.88359,0.88359,12.0000004544854
20230102,02:15:00,0.88373,0.88447,0.88359,0.88359,2.52000009268522
20230102,02:20:00,0.88377,0.88468,0.88377,0.88467,2.76000003516674
20230102,02:25:00,0.88467,0.88467,0.88382,0.88437,1.68000003695488
20230102,02:30:00,0.88437,0.88437,0.88387,0.88437,1.68000003695488
20230102,02:35:00,0.88437,0.88437,0.88389,0.88389,1.56000003963709
20230102,02:40:00,0.88434,0.88435,0.88387,0.88387,4.32000012695789
20230102,02:45:00,0.88387,0.88433,0.88387,0.88387,6.00000016391277
20230102,02:50:00,0.88388,0.88414,0.88387,0.88387,17.040000654757
20230102,02:55:00,0.88387,0.8843,0.88387,0.8842,7.08000016957521
20230102,03:00:00,0.88419,0.8843,0.88388,0.88388,19.5600000396371
20230102,03:05:00,0.88388,0.88389,0.88388,0.88388,34.5
20230102,03:10:00,0.88388,0.88391,0.88388,0.88388,28.8000001907349
20230102,03:15:00,0.88388,0.88389,0.88388,0.88388,26.4000000953674
20230102,03:20:00,0.88388,0.8839,0.88388,0.88388,20.7000002861023
20230102,03:25:00,0.88388,0.88389,0.88388,0.88389,14.4000000953674
20230102,03:30:00,0.88388,0.88389,0.88388,0.88388,25.8000001907349
20230102,03:35:00,0.88389,0.88389,0.88388,0.88389,15.900000333786
20230102,03:40:00,0.88388,0.88532,0.88388,0.88404,41.8100005537271
20230102,03:45:00,0.88404,0.88405,0.88402,0.88402,15.900000333786
20230102,03:50:00,0.88402,0.88412,0.88388,0.88388,45.3200007677078
20230102,03:55:00,0.88405,0.88408,0.88388,0.88389,12.6000003814697
20230102,04:00:00,0.88388,0.88473,0.88388,0.88467,91.2900010198355
20230102,04:05:00,0.88467,0.88474,0.88451,0.88473,34.5000009536743
20230102,04:10:00,0.8846,0.88507,0.8846,0.88485,101.40000295639
20230102,04:15:00,0.88474,0.88485,0.88474,0.88474,60.6000010967255
20230102,04:20:00,0.88474,0.88497,0.88474,0.88497,26.0000005215406
20230102,04:25:00,0.88483,0.88491,0.88474,0.88474,30.7600010037422
20230102,04:30:00,0.88474,0.88485,0.88474,0.88479,57.2400008440018
20230102,04:35:00,0.88479,0.8848,0.88479,0.88479,85.4400012493134
20230102,04:40:00,0.88479,0.88497,0.88479,0.88497,33.300000667572
20230102,04:45:00,0.88497,0.885,0.88497,0.88498,50.8200017213821
20230102,04:50:00,0.88498,0.88502,0.88498,0.88502,35.3400012254715
20230102,04:55:00,0.88502,0.88503,0.88502,0.88503,25.5000009536743
20230102,05:00:00,0.88502,0.88523,0.88502,0.88502,19.7300004810095
20230102,05:05:00,0.88502,0.8851,0.88438,0.88439,71.7400008440018
20230102,05:10:00,0.88438,0.8849,0.8843,0.88489,82.9000023007393
20230102,05:15:00,0.88489,0.88502,0.88489,0.88502,27.0000009536743
20230102,05:20:00,0.88501,0.88507,0.88454,0.88463,70.5300018191338
20230102,05:25:00,0.88465,0.88471,0.88451,0.8847,74.100000500679
20230102,05:30:00,0.8847,0.8847,0.88454,0.88454,32.3999999761581
20230102,05:35:00,0.88472,0.88496,0.88459,0.88488,201.070001482964
20230102,05:40:00,0.88491,0.88499,0.88485,0.8849,72.6000006198883
20230102,05:45:00,0.88481,0.88509,0.8843,0.8847,47.1000005304813
20230102,05:50:00,0.88468,0.88493,0.8843,0.88445,76.0700008571148
20230102,05:55:00,0.88434,0.88458,0.88434,0.88436,12.2400000840425
20230102,06:00:00,0.88435,0.88586,0.88435,0.88535,223.780003041029
20230102,06:05:00,0.88543,0.88597,0.88535,0.88573,426.690008625388
20230102,06:10:00,0.88571,0.886,0.88533,0.88545,552.610007986426
20230102,06:15:00,0.88544,0.88571,0.88537,0.88554,114.000002861023
20230102,06:20:00,0.88549,0.8856,0.88535,0.88546,226.800007343292
20230102,06:25:00,0.88543,0.88563,0.88535,0.88549,149.400004148483
20230102,06:30:00,0.88539,0.88595,0.88534,0.88545,878.950022652745
20230102,06:35:00,0.88545,0.8859,0.88544,0.88547,139.560003578663
20230102,06:40:00,0.88546,0.88582,0.88538,0.88548,204.420004725456
20230102,06:45:00,0.88546,0.88556,0.88532,0.88537,150.900003790855
20230102,06:50:00,0.88533,0.88541,0.88434,0.88452,78.9000022411346
20230102,06:55:00,0.88451,0.88463,0.8836,0.8837,122.530001476407
20230102,07:00:00,0.88378,0.88427,0.88372,0.88413,74.4000002816319
20230102,07:05:00,0.88437,0.88438,0.88412,0.88427,30.3599994778633
20230102,07:10:00,0.88427,0.88468,0.88401,0.88409,24.2399999424815
20230102,07:15:00,0.88412,0.88442,0.88405,0.88436,67.5600011274219
20230102,07:20:00,0.88436,0.88441,0.88406,0.8844,204.06000494957
20230102,07:25:00,0.8844,0.88451,0.88408,0.88437,184.500000476837
20230102,07:30:00,0.88438,0.88474,0.88435,0.88468,56.1000000238419
20230102,07:35:00,0.88475,0.88475,0.88412,0.88429,92.0300004333258
20230102,07:40:00,0.88428,0.88439,0.88396,0.88402,164.700001716614
20230102,07:45:00,0.88411,0.88484,0.88378,0.88396,442.560005664825
20230102,07:50:00,0.88398,0.88448,0.88345,0.88393,2849.8100169301
20230102,07:55:00,0.88393,0.8851,0.88343,0.88503,940.939992189407
20230102,08:00:00,0.88503,0.88503,0.88351,0.88367,1022.71001343429
20230102,08:05:00,0.88367,0.88447,0.88361,0.88419,729.120007812977
20230102,08:10:00,0.88418,0.88437,0.88392,0.88396,2151.30001759529
20230102,08:15:00,0.88399,0.8844,0.88369,0.88416,598.130013227463
20230102,08:20:00,0.88416,0.88443,0.88406,0.88423,303.000007390976
20230102,08:25:00,0.88425,0.88438,0.88424,0.88427,91.5000002384186
20230102,08:30:00,0.88427,0.88509,0.88423,0.88494,610.430014967918
20230102,08:35:00,0.88503,0.88564,0.88478,0.88548,1782.1300470084
20230102,08:40:00,0.88549,0.88549,0.88471,0.88488,2382.67007935047
20230102,08:45:00,0.88488,0.88599,0.88476,0.88498,870.220015287399
