Date,Timestamp,Open,High,Low,Close,Volume
20230101,23:30:00,139.992,139.992,139.986,139.99,4.49999988079071
20230102,00:00:00,140.015,140.2,140.015,140.154,294.400002121925
20230102,00:30:00,140.149,140.172,139.854,140.06,189.900003582239
20230102,01:00:00,140.06,140.124,140.021,140.124,145.539997220039
20230102,01:30:00,140.124,140.127,139.92,139.921,228.760000526905
20230102,02:00:00,139.971,139.996,139.941,139.965,213.059996306896
20230102,02:30:00,139.939,140.008,139.929,139.995,131.459997117519
20230102,03:00:00,139.989,139.989,139.912,139.912,16.5999998450279
20230102,03:30:00,139.893,140.09,139.893,139.926,104.319998860359
20230102,04:00:00,139.912,140.093,139.904,140.045,565.139993742108
20230102,04:30:00,140.051,140.075,140.001,140.057,123.580001980066
20230102,05:00:00,140.055,140.078,139.885,140.023,518.140003114939
20230102,05:30:00,140.027,140.057,139.851,139.941,1448.41998887062
20230102,06:00:00,139.967,140.027,139.952,140.001,1343.6600086689
20230102,06:30:00,140.001,140.03,139.769,139.769,1116.99000936747
20230102,07:00:00,139.892,140.027,139.717,139.855,813.960005223751
20230102,07:30:00,139.856,139.886,139.643,139.83,2731.63006597757
20230102,08:00:00,139.832,139.859,139.727,139.781,1540.57004904747
20230102,08:30:00,139.78,140.05,139.767,139.831,3015.76006788015
20230102,09:00:00,139.831,140.109,139.824,139.864,4610.24010413885
20230102,09:30:00,139.863,139.877,139.733,139.762,4177.40009760857
20230102,10:00:00,139.761,139.826,139.662,139.704,5206.3001049757
20230102,10:30:00,139.704,139.792,139.609,139.734,2447.320068717
20230102,11:00:00,139.734,139.844,139.706,139.74,3439.03007876873
20230102,11:30:00,139.741,139.789,139.682,139.731,2259.72004401684
20230102,12:00:00,139.728,139.758,139.576,139.727,2369.02003955841
20230102,12:30:00,139.73,139.754,139.611,139.647,2679.21007061005
20230102,13:00:00,139.652,139.709,139.545,139.597,3669.11009275913
20230102,13:30:00,139.594,139.645,139.501,139.525,2593.24007338285
20230102,14:00:00,139.532,139.617,139.517,139.594,6091.56020438671
20230102,14:30:00,139.592,139.611,139.496,139.527,3207.51009261608
20230102,15:00:00,139.52,139.607,139.497,139.503,7998.55025684834
20230102,15:30:00,139.502,139.545,139.383,139.418,10461.590205431
20230102,16:00:00,139.431,139.579,139.324,139.334,12592.0704285502
20230102,16:30:00,139.334,139.359,139.259,139.331,3859.18012797832
20230102,17:00:00,139.33,139.413,139.322,139.389,3536.7801156044
20230102,17:30:00,139.388,139.444,139.376,139.416,6501.90022152662
20230102,18:00:00,139.418,139.433,139.273,139.285,2286.74006858468
20230102,18:30:00,139.285,139.346,139.26,139.295,2115.07005759329
20230102,19:00:00,139.302,139.318,139.264,139.302,1190.22002243996
20230102,19:30:00,139.302,139.331,139.261,139.291,558.190012454987
20230102,20:00:00,139.291,139.388,139.272,139.356,805.840008199215
20230102,20:30:00,139.323,139.469,139.316,139.397,1083.43997967243
20230102,21:00:00,139.373,139.487,139.289,139.291,2178.07996147871
20230102,21:30:00,139.291,139.308,139.204,139.23,71.4799985736609
20230102,22:00:00,139.312,139.417,139.311,139.375,3411.87997609377
